MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516870,1nx6-16' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516870,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Naturals, 1516870, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Enhance Naturals 1516870 Composite Deck Board, Square Edge Mounting, Golden Hour","The Trex® Enhance Naturals Composite Deck Board is designed for commercial and industrial applications, finished in Golden Hour, featuring Square Edge mounting.","Enhance Naturals Composite Deck Board, Square Edge Mounting, Golden Hour",{},Finish: Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Naturals,,Model,1516870,,Mounting Type,Square Edge,,Color,Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516871,1nx6-20' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516871,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Naturals, 1516871, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Enhance Naturals 1516871 Composite Deck Board, Square Edge Mounting, Golden Hour","The Trex® Enhance Naturals Composite Deck Board is designed for commercial and industrial applications, finished in Golden Hour, featuring Square Edge mounting.","Enhance Naturals Composite Deck Board, Square Edge Mounting, Golden Hour",{},Finish: Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Naturals,,Model,1516871,,Mounting Type,Square Edge,,Color,Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516872,1nx6-12' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516872,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Naturals, 1516872, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Naturals 1516872 Composite Deck Board, Grooved Mounting, Golden Hour","The Trex® Enhance Naturals Composite Deck Board is designed for commercial and industrial applications, finished in Golden Hour, featuring Grooved mounting.","Enhance Naturals Composite Deck Board, Grooved Mounting, Golden Hour",{},Finish: Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Naturals,,Model,1516872,,Mounting Type,Grooved,,Color,Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516873,1nx6-16' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516873,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Naturals, 1516873, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Naturals 1516873 Composite Deck Board, Grooved Mounting, Golden Hour","The Trex® Enhance Naturals Composite Deck Board is designed for commercial and industrial applications, finished in Golden Hour, featuring Grooved mounting.","Enhance Naturals Composite Deck Board, Grooved Mounting, Golden Hour",{},Finish: Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Naturals,,Model,1516873,,Mounting Type,Grooved,,Color,Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516874,1nx6-20' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516874,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Naturals, 1516874, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Naturals 1516874 Composite Deck Board, Grooved Mounting, Golden Hour","The Trex® Enhance Naturals Composite Deck Board is designed for commercial and industrial applications, finished in Golden Hour, featuring Grooved mounting.","Enhance Naturals Composite Deck Board, Grooved Mounting, Golden Hour",{},Finish: Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Naturals,,Model,1516874,,Mounting Type,Grooved,,Color,Golden Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516879,1nx6-16' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516879,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Basics, 1516879, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Enhance Basics 1516879 Composite Deck Board, Square Edge Mounting, Pebble Beach","The Trex® Enhance Basics Composite Deck Board is designed for commercial and industrial applications, finished in Pebble Beach, featuring Square Edge mounting.","Enhance Basics Composite Deck Board, Square Edge Mounting, Pebble Beach",{},Finish: Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Basics,,Model,1516879,,Mounting Type,Square Edge,,Color,Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516880,1nx6-20' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516880,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Basics, 1516880, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Enhance Basics 1516880 Composite Deck Board, Square Edge Mounting, Pebble Beach","The Trex® Enhance Basics Composite Deck Board is designed for commercial and industrial applications, finished in Pebble Beach, featuring Square Edge mounting.","Enhance Basics Composite Deck Board, Square Edge Mounting, Pebble Beach",{},Finish: Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Basics,,Model,1516880,,Mounting Type,Square Edge,,Color,Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516881,1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516881,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Basics, 1516881, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Basics 1516881 Composite Deck Board, Grooved Mounting, Pebble Beach","The Trex® Enhance Basics Composite Deck Board is designed for commercial and industrial applications, finished in Pebble Beach, featuring Grooved mounting.","Enhance Basics Composite Deck Board, Grooved Mounting, Pebble Beach",{},Finish: Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Basics,,Model,1516881,,Mounting Type,Grooved,,Color,Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516882,1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516882,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Basics, 1516882, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Basics 1516882 Composite Deck Board, Grooved Mounting, Pebble Beach","The Trex® Enhance Basics Composite Deck Board is designed for commercial and industrial applications, finished in Pebble Beach, featuring Grooved mounting.","Enhance Basics Composite Deck Board, Grooved Mounting, Pebble Beach",{},Finish: Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Basics,,Model,1516882,,Mounting Type,Grooved,,Color,Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516883,1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516883,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Enhance Basics, 1516883, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Enhance Basics 1516883 Composite Deck Board, Grooved Mounting, Pebble Beach","The Trex® Enhance Basics Composite Deck Board is designed for commercial and industrial applications, finished in Pebble Beach, featuring Grooved mounting.","Enhance Basics Composite Deck Board, Grooved Mounting, Pebble Beach",{},Finish: Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Enhance Basics,,Model,1516883,,Mounting Type,Grooved,,Color,Pebble Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,543005016,7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,543005016,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 543005016, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Select 2.0 543005016 Composite Deck Board, Square Edge Mounting, Malted Barley","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Malted Barley, featuring Square Edge mounting.","Select 2.0 Composite Deck Board, Square Edge Mounting, Malted Barley",{},Finish: Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,543005016,,Mounting Type,Square Edge,,Color,Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,543005020,7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,543005020,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 543005020, Composite Deck Board",CMPS DECK BRD SQUA,"Trex® Select 2.0 543005020 Composite Deck Board, Square Edge Mounting, Malted Barley","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Malted Barley, featuring Square Edge mounting.","Select 2.0 Composite Deck Board, Square Edge Mounting, Malted Barley",{},Finish: Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,543005020,,Mounting Type,Square Edge,,Color,Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,543005412,7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,543005412,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 543005412, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Select 2.0 543005412 Composite Deck Board, Grooved Mounting, Malted Barley","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Malted Barley, featuring Grooved mounting.","Select 2.0 Composite Deck Board, Grooved Mounting, Malted Barley",{},Finish: Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,543005412,,Mounting Type,Grooved,,Color,Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,543005416,7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,543005416,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 543005416, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Select 2.0 543005416 Composite Deck Board, Grooved Mounting, Malted Barley","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Malted Barley, featuring Grooved mounting.","Select 2.0 Composite Deck Board, Grooved Mounting, Malted Barley",{},Finish: Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,543005416,,Mounting Type,Grooved,,Color,Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,543005420,7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,543005420,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 543005420, Composite Deck Board",CMPS DECK BRD GROO,"Trex® Select 2.0 543005420 Composite Deck Board, Grooved Mounting, Malted Barley","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Malted Barley, featuring Grooved mounting.","Select 2.0 Composite Deck Board, Grooved Mounting, Malted Barley",{},Finish: Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,543005420,,Mounting Type,Grooved,,Color,Malted Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516891,7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516891,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 1516891, Composite Deck Board, Millstone",CMPS DECK BRD SQUA,"Trex® Select 2.0 1516891 Composite Deck Board, Square Edge Mounting, Millstone","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Millstone, featuring Square Edge mounting.","Select 2.0 Composite Deck Board, Square Edge Mounting, Millstone",{},Finish: Millstone,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,1516891,,Mounting Type,Square Edge,,Color,Millstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Deck Boards,,1516892,7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"Trex Company, Inc.",Trex®,,1516892,,Building Materials>Decking & Railing>Deck Boards,"Trex Company, Inc. Trex, Select 2.0, 1516892, Composite Deck Board, Millstone",CMPS DECK BRD SQUA,"Trex® Select 2.0 1516892 Composite Deck Board, Square Edge Mounting, Millstone","The Trex® Select 2.0 Composite Deck Board is designed for commercial and industrial applications, finished in Millstone, featuring Square Edge mounting.","Select 2.0 Composite Deck Board, Square Edge Mounting, Millstone",{},Finish: Millstone,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Series,Select 2.0,,Model,1516892,,Mounting Type,Square Edge,,Color,Millstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
